,mse_id,GT,value,ZT,hour,Cond,date
352,1132-7M,WT,26.41276595683125,8:40:00,14:40:00,SAL,2018-10-17
353,1132-7M,WT,1.5387537738435388,8:50:00,14:50:00,SAL,2018-10-17
354,1132-7M,WT,2.2276861829283754,9:00:00,15:00:00,SAL,2018-10-17
355,1132-7M,WT,2.2616788188133694,9:10:00,15:10:00,SAL,2018-10-17
356,1132-7M,WT,1.7906064104374295,9:20:00,15:20:00,SAL,2018-10-17
357,1132-7M,WT,2.2210187140224127,9:30:00,15:30:00,SAL,2018-10-17
358,1132-7M,WT,6.839398049532197,9:40:00,15:40:00,SAL,2018-10-17
359,1132-7M,WT,11.864915632394409,9:50:00,15:50:00,SAL,2018-10-17
360,1132-9F,WT,38.64185389885415,0:00:00,11:00:00,CNO,2018-10-14
361,1132-9F,WT,83.01075094355697,0:10:00,11:10:00,CNO,2018-10-14
362,1132-9F,WT,76.1903368629803,0:20:00,11:20:00,CNO,2018-10-14
363,1132-9F,WT,55.26089518370421,0:30:00,11:30:00,CNO,2018-10-14
364,1132-9F,WT,61.371785880498535,0:40:00,11:40:00,CNO,2018-10-14
365,1132-9F,WT,62.6832959774488,0:50:00,11:50:00,CNO,2018-10-14
366,1132-9F,WT,64.7955038681731,1:00:00,12:00:00,CNO,2018-10-14
367,1132-9F,WT,61.73685996537575,1:10:00,12:10:00,CNO,2018-10-14
368,1132-9F,WT,54.93962231506551,1:20:00,12:20:00,CNO,2018-10-14
369,1132-9F,WT,48.321086887655504,1:30:00,12:30:00,CNO,2018-10-14
370,1132-9F,WT,50.19096495105912,1:40:00,12:40:00,CNO,2018-10-14
371,1132-9F,WT,57.97194139688502,1:50:00,12:50:00,CNO,2018-10-14
372,1132-9F,WT,38.73704075359119,2:00:00,13:00:00,CNO,2018-10-14
373,1132-9F,WT,48.752846848868266,2:10:00,13:10:00,CNO,2018-10-14
374,1132-9F,WT,54.561392170138,2:20:00,13:20:00,CNO,2018-10-14
375,1132-9F,WT,43.19100514113781,2:30:00,13:30:00,CNO,2018-10-14
376,1132-9F,WT,45.89729283207452,2:40:00,13:40:00,CNO,2018-10-14
377,1132-9F,WT,55.30638184253117,2:50:00,13:50:00,CNO,2018-10-14
378,1132-9F,WT,61.11495415287253,3:00:00,14:00:00,CNO,2018-10-14
379,1132-9F,WT,55.93503289189268,3:10:00,14:10:00,CNO,2018-10-14
380,1132-9F,WT,58.38811323631097,3:20:00,14:20:00,CNO,2018-10-14
381,1132-9F,WT,50.12712406905676,3:30:00,14:30:00,CNO,2018-10-14
382,1132-9F,WT,52.87792091997059,3:40:00,14:40:00,CNO,2018-10-14
383,1132-9F,WT,45.52194590952928,3:50:00,14:50:00,CNO,2018-10-14
384,1132-9F,WT,49.07174853965188,4:00:00,15:00:00,CNO,2018-10-14
385,1132-9F,WT,36.124853027133625,4:10:00,15:10:00,CNO,2018-10-14
386,1132-9F,WT,45.11482106824766,4:20:00,15:20:00,CNO,2018-10-14
387,1132-9F,WT,27.479279716150607,4:30:00,15:30:00,CNO,2018-10-14
388,1132-9F,WT,27.79067018036656,4:40:00,15:40:00,CNO,2018-10-14
389,1132-9F,WT,29.461961937788804,4:50:00,15:50:00,CNO,2018-10-14
390,1132-9F,WT,34.42167786671676,5:00:00,11:00:00,SAL,2018-10-17
391,1132-9F,WT,55.0633013720965,5:10:00,11:10:00,SAL,2018-10-17
392,1132-9F,WT,28.88265851991782,5:20:00,11:20:00,SAL,2018-10-17
393,1132-9F,WT,13.752501940728166,5:30:00,11:30:00,SAL,2018-10-17
394,1132-9F,WT,1.497094200349926,5:40:00,11:40:00,SAL,2018-10-17
395,1132-9F,WT,2.573999679277201,5:50:00,11:50:00,SAL,2018-10-17
396,1132-9F,WT,1.3892351108277003,6:00:00,12:00:00,SAL,2018-10-17
397,1132-9F,WT,2.1048071651197446,6:10:00,12:10:00,SAL,2018-10-17
398,1132-9F,WT,1.675967047445125,6:20:00,12:20:00,SAL,2018-10-17
399,1132-9F,WT,1.841962098544574,6:30:00,12:30:00,SAL,2018-10-17
400,1132-9F,WT,6.137586359729021,6:40:00,12:40:00,SAL,2018-10-17
401,1132-9F,WT,6.441091816443996,6:50:00,12:50:00,SAL,2018-10-17
402,1132-9F,WT,2.3202684597953613,7:00:00,13:00:00,SAL,2018-10-17
403,1132-9F,WT,1.7663475689847146,7:10:00,13:10:00,SAL,2018-10-17
404,1132-9F,WT,1.4656522297284198,7:20:00,13:20:00,SAL,2018-10-17
405,1132-9F,WT,12.256264670237677,7:30:00,13:30:00,SAL,2018-10-17
406,1132-9F,WT,8.551956746708438,7:40:00,13:40:00,SAL,2018-10-17
407,1132-9F,WT,1.880859990611629,7:50:00,13:50:00,SAL,2018-10-17
408,1132-9F,WT,2.124513366504316,8:00:00,14:00:00,SAL,2018-10-17
409,1132-9F,WT,2.0539790693385718,8:10:00,14:10:00,SAL,2018-10-17
410,1132-9F,WT,1.8775270272595257,8:20:00,14:20:00,SAL,2018-10-17
411,1132-9F,WT,2.4272251158552973,8:30:00,14:30:00,SAL,2018-10-17
412,1132-9F,WT,17.545796110249498,8:40:00,14:40:00,SAL,2018-10-17
413,1132-9F,WT,8.932023933310019,8:50:00,14:50:00,SAL,2018-10-17
414,1132-9F,WT,1.943323578409476,9:00:00,15:00:00,SAL,2018-10-17
415,1132-9F,WT,1.7992522866033285,9:10:00,15:10:00,SAL,2018-10-17
416,1132-9F,WT,2.8584923835997453,9:20:00,15:20:00,SAL,2018-10-17
417,1132-9F,WT,1.8833557511753456,9:30:00,15:30:00,SAL,2018-10-17
418,1132-9F,WT,3.0406705279391737,9:40:00,15:40:00,SAL,2018-10-17
419,1132-9F,WT,5.2375348962246,9:50:00,15:50:00,SAL,2018-10-17
420,1131-7M,WT,32.70154369995668,0:00:00,10:00:00,CNO,2018-11-08
421,1131-7M,WT,53.74771460497436,0:10:00,10:10:00,CNO,2018-11-08
422,1131-7M,WT,60.67472266186756,0:20:00,10:20:00,CNO,2018-11-08
423,1131-7M,WT,60.286186223480186,0:30:00,10:30:00,CNO,2018-11-08
424,1131-7M,WT,56.52491953198874,0:40:00,10:40:00,CNO,2018-11-08
425,1131-7M,WT,48.510800024845416,0:50:00,10:50:00,CNO,2018-11-08
426,1131-7M,WT,49.993542911393696,1:00:00,11:00:00,CNO,2018-11-08
427,1131-7M,WT,44.3896382751313,1:10:00,11:10:00,CNO,2018-11-08
428,1131-7M,WT,41.4542311879954,1:20:00,11:20:00,CNO,2018-11-08
429,1131-7M,WT,45.4203434918279,1:30:00,11:30:00,CNO,2018-11-08
430,1131-7M,WT,40.38247125153498,1:40:00,11:40:00,CNO,2018-11-08
431,1131-7M,WT,41.86417036920806,1:50:00,11:50:00,CNO,2018-11-08
432,1131-7M,WT,37.160683597971165,2:00:00,12:00:00,CNO,2018-11-08
433,1131-7M,WT,38.54555311466484,2:10:00,12:10:00,CNO,2018-11-08
434,1131-7M,WT,31.46720654184389,2:20:00,12:20:00,CNO,2018-11-08
435,1131-7M,WT,32.06469277738624,2:30:00,12:30:00,CNO,2018-11-08
436,1131-7M,WT,32.83690767033572,2:40:00,12:40:00,CNO,2018-11-08
437,1131-7M,WT,40.98584548758516,2:50:00,12:50:00,CNO,2018-11-08
438,1131-7M,WT,46.79564884354773,3:00:00,13:00:00,CNO,2018-11-08
439,1131-7M,WT,43.59037209893278,3:10:00,13:10:00,CNO,2018-11-08
440,1131-7M,WT,34.73784375062032,3:20:00,13:20:00,CNO,2018-11-08
441,1131-7M,WT,45.61741766049974,3:30:00,13:30:00,CNO,2018-11-08
442,1131-7M,WT,34.420971316332405,3:40:00,13:40:00,CNO,2018-11-08
443,1131-7M,WT,43.73311420037144,3:50:00,13:50:00,CNO,2018-11-08
444,1131-7M,WT,31.08709913507567,4:00:00,14:00:00,CNO,2018-11-08
445,1131-7M,WT,30.876001149902667,4:10:00,14:10:00,CNO,2018-11-08
446,1131-7M,WT,71.67600478308273,4:20:00,14:20:00,CNO,2018-11-08
447,1131-7M,WT,29.02892267083709,4:30:00,14:30:00,CNO,2018-11-08
448,1131-7M,WT,46.40905301479959,4:40:00,14:40:00,CNO,2018-11-08
449,1131-7M,WT,42.9834864162803,4:50:00,14:50:00,CNO,2018-11-08
450,1131-7M,WT,10.813011793612326,5:00:00,10:00:00,SAL,2018-11-12
451,1131-7M,WT,29.35364727111761,5:10:00,10:10:00,SAL,2018-11-12
452,1131-7M,WT,18.565567761637144,5:20:00,10:20:00,SAL,2018-11-12
453,1131-7M,WT,16.319193648831725,5:30:00,10:30:00,SAL,2018-11-12
454,1131-7M,WT,9.972526152015991,5:40:00,10:40:00,SAL,2018-11-12
455,1131-7M,WT,9.361566127716,5:50:00,10:50:00,SAL,2018-11-12
456,1131-7M,WT,2.2987384678185614,6:00:00,11:00:00,SAL,2018-11-12
457,1131-7M,WT,6.78661165362874,6:10:00,11:10:00,SAL,2018-11-12
458,1131-7M,WT,2.002195436305643,6:20:00,11:20:00,SAL,2018-11-12
459,1131-7M,WT,2.087367453368058,6:30:00,11:30:00,SAL,2018-11-12
460,1131-7M,WT,2.8169506471583943,6:40:00,11:40:00,SAL,2018-11-12
461,1131-7M,WT,2.519180062814532,6:50:00,11:50:00,SAL,2018-11-12
462,1131-7M,WT,8.835269193177547,7:00:00,12:00:00,SAL,2018-11-12
463,1131-7M,WT,15.53636174050748,7:10:00,12:10:00,SAL,2018-11-12
464,1131-7M,WT,1.9470095829213308,7:20:00,12:20:00,SAL,2018-11-12
465,1131-7M,WT,1.5177282717801623,7:30:00,12:30:00,SAL,2018-11-12
466,1131-7M,WT,1.7178400421127749,7:40:00,12:40:00,SAL,2018-11-12
467,1131-7M,WT,1.5951914951735893,7:50:00,12:50:00,SAL,2018-11-12
468,1131-7M,WT,1.5948522086498895,8:00:00,13:00:00,SAL,2018-11-12
469,1131-7M,WT,3.374748358455462,8:10:00,13:10:00,SAL,2018-11-12
470,1131-7M,WT,1.8754198112019624,8:20:00,13:20:00,SAL,2018-11-12
471,1131-7M,WT,2.12603677127402,8:30:00,13:30:00,SAL,2018-11-12
472,1131-7M,WT,1.941758175693211,8:40:00,13:40:00,SAL,2018-11-12
473,1131-7M,WT,1.984939792084481,8:50:00,13:50:00,SAL,2018-11-12
474,1131-7M,WT,9.467743686007651,9:00:00,14:00:00,SAL,2018-11-12
475,1131-7M,WT,2.968879805195954,9:10:00,14:10:00,SAL,2018-11-12
476,1131-7M,WT,2.6993132112570843,9:20:00,14:20:00,SAL,2018-11-12
477,1131-7M,WT,2.5390034045669365,9:30:00,14:30:00,SAL,2018-11-12
478,1131-7M,WT,2.3219868223479527,9:40:00,14:40:00,SAL,2018-11-12
479,1131-7M,WT,7.374150071822311,9:50:00,14:50:00,SAL,2018-11-12
480,1132-9M,WT,4.162610148778601,0:00:00,10:00:00,CNO,2018-11-12
481,1132-9M,WT,48.890885087081735,0:10:00,10:10:00,CNO,2018-11-12
482,1132-9M,WT,54.37511698806512,0:20:00,10:20:00,CNO,2018-11-12
483,1132-9M,WT,45.386199380053625,0:30:00,10:30:00,CNO,2018-11-12
484,1132-9M,WT,31.609941849010912,0:40:00,10:40:00,CNO,2018-11-12
485,1132-9M,WT,39.02609465466116,0:50:00,10:50:00,CNO,2018-11-12
486,1132-9M,WT,29.451565527285204,1:00:00,11:00:00,CNO,2018-11-12
487,1132-9M,WT,32.5202471585114,1:10:00,11:10:00,CNO,2018-11-12
488,1132-9M,WT,37.66183029286701,1:20:00,11:20:00,CNO,2018-11-12
489,1132-9M,WT,43.28254267456663,1:30:00,11:30:00,CNO,2018-11-12
490,1132-9M,WT,46.07814134194162,1:40:00,11:40:00,CNO,2018-11-12
491,1132-9M,WT,41.74947137662024,1:50:00,11:50:00,CNO,2018-11-12
492,1132-9M,WT,48.18940638891065,2:00:00,12:00:00,CNO,2018-11-12
493,1132-9M,WT,37.83771900979923,2:10:00,12:10:00,CNO,2018-11-12
494,1132-9M,WT,49.43576957880785,2:20:00,12:20:00,CNO,2018-11-12
495,1132-9M,WT,36.66457061616682,2:30:00,12:30:00,CNO,2018-11-12
496,1132-9M,WT,38.77013155605387,2:40:00,12:40:00,CNO,2018-11-12
497,1132-9M,WT,33.32962919656487,2:50:00,12:50:00,CNO,2018-11-12
498,1132-9M,WT,29.168242313232668,3:00:00,13:00:00,CNO,2018-11-12
499,1132-9M,WT,43.37961220772024,3:10:00,13:10:00,CNO,2018-11-12
500,1132-9M,WT,44.68552171059629,3:20:00,13:20:00,CNO,2018-11-12
501,1132-9M,WT,33.23310206547227,3:30:00,13:30:00,CNO,2018-11-12
502,1132-9M,WT,28.398207895246607,3:40:00,13:40:00,CNO,2018-11-12
503,1132-9M,WT,39.40824681542581,3:50:00,13:50:00,CNO,2018-11-12
504,1132-9M,WT,21.95843346041168,4:00:00,14:00:00,CNO,2018-11-12
505,1132-9M,WT,47.37759414591339,4:10:00,14:10:00,CNO,2018-11-12
506,1132-9M,WT,37.02823214806142,4:20:00,14:20:00,CNO,2018-11-12
507,1132-9M,WT,30.60210535580244,4:30:00,14:30:00,CNO,2018-11-12
508,1132-9M,WT,29.376998589387615,4:40:00,14:40:00,CNO,2018-11-12
509,1132-9M,WT,28.74047321399797,4:50:00,14:50:00,CNO,2018-11-12
510,1132-9M,WT,28.787964865339926,5:00:00,10:00:00,SAL,2018-11-08
511,1132-9M,WT,31.323430010233476,5:10:00,10:10:00,SAL,2018-11-08
512,1132-9M,WT,29.877738834181184,5:20:00,10:20:00,SAL,2018-11-08
513,1132-9M,WT,19.187461086783003,5:30:00,10:30:00,SAL,2018-11-08
514,1132-9M,WT,20.38565592662976,5:40:00,10:40:00,SAL,2018-11-08
515,1132-9M,WT,12.39313522954552,5:50:00,10:50:00,SAL,2018-11-08
516,1132-9M,WT,10.174732957287002,6:00:00,11:00:00,SAL,2018-11-08
517,1132-9M,WT,1.155083855847538,6:10:00,11:10:00,SAL,2018-11-08
518,1132-9M,WT,1.2813784224497784,6:20:00,11:20:00,SAL,2018-11-08
519,1132-9M,WT,1.16845555937409,6:30:00,11:30:00,SAL,2018-11-08
520,1132-9M,WT,1.456716621599015,6:40:00,11:40:00,SAL,2018-11-08
521,1132-9M,WT,1.3319029056887413,6:50:00,11:50:00,SAL,2018-11-08
522,1132-9M,WT,1.2538220102414055,7:00:00,12:00:00,SAL,2018-11-08
523,1132-9M,WT,11.553764784196362,7:10:00,12:10:00,SAL,2018-11-08
524,1132-9M,WT,16.61321760603804,7:20:00,12:20:00,SAL,2018-11-08
525,1132-9M,WT,1.544428705803642,7:30:00,12:30:00,SAL,2018-11-08
526,1132-9M,WT,1.303473963980769,7:40:00,12:40:00,SAL,2018-11-08
527,1132-9M,WT,1.7930482015685492,7:50:00,12:50:00,SAL,2018-11-08
528,1132-9M,WT,2.455570277233958,8:00:00,13:00:00,SAL,2018-11-08
529,1132-9M,WT,1.4835079821433177,8:10:00,13:10:00,SAL,2018-11-08
530,1132-9M,WT,1.824888283473448,8:20:00,13:20:00,SAL,2018-11-08
531,1132-9M,WT,1.4555318570103422,8:30:00,13:30:00,SAL,2018-11-08
532,1132-9M,WT,1.5453403997428816,8:40:00,13:40:00,SAL,2018-11-08
533,1132-9M,WT,1.548756414217767,8:50:00,13:50:00,SAL,2018-11-08
534,1132-9M,WT,2.0227085127778714,9:00:00,14:00:00,SAL,2018-11-08
535,1132-9M,WT,17.872390576325593,9:10:00,14:10:00,SAL,2018-11-08
536,1132-9M,WT,1.5705133848969226,9:20:00,14:20:00,SAL,2018-11-08
537,1132-9M,WT,1.6579510923918697,9:30:00,14:30:00,SAL,2018-11-08
538,1132-9M,WT,1.4206870190307097,9:40:00,14:40:00,SAL,2018-11-08
539,1132-9M,WT,1.6245868876783105,9:50:00,14:50:00,SAL,2018-11-08
540,1128-14M,TG,40.60929340073122,5:00:00,,CNO,2018-09-21
541,1128-14M,TG,35.908406476153004,5:10:00,,CNO,2018-09-21
542,1128-14M,TG,47.41155150634357,5:20:00,,CNO,2018-09-21
543,1128-14M,TG,31.009189711939563,5:30:00,,CNO,2018-09-21
544,1128-14M,TG,36.714299148732,5:40:00,,CNO,2018-09-21
545,1128-14M,TG,34.86310086454488,5:50:00,,CNO,2018-09-21
546,1128-14M,TG,33.49529264890941,6:00:00,,CNO,2018-09-21
547,1128-14M,TG,40.25487220808506,6:10:00,,CNO,2018-09-21
548,1128-14M,TG,22.74947421989798,6:20:00,,CNO,2018-09-21
549,1128-14M,TG,22.12942381735893,6:30:00,,CNO,2018-09-21
550,1128-14M,TG,21.27551523203296,6:40:00,,CNO,2018-09-21
551,1128-14M,TG,16.284311318446232,6:50:00,,CNO,2018-09-21
552,1128-14M,TG,13.906273847258888,7:00:00,,CNO,2018-09-21
553,1128-14M,TG,18.55574004698012,7:10:00,,CNO,2018-09-21
554,1128-14M,TG,8.655201667364883,7:20:00,,CNO,2018-09-21
555,1128-14M,TG,20.96177278669477,7:30:00,,CNO,2018-09-21
556,1128-14M,TG,8.889303024294431,7:40:00,,CNO,2018-09-21
557,1128-14M,TG,6.00650194702033,7:50:00,,CNO,2018-09-21
558,1128-14M,TG,7.155596011124283,8:00:00,,CNO,2018-09-21
559,1128-14M,TG,21.046686681246065,8:10:00,,CNO,2018-09-21
560,1128-14M,TG,12.262656135375984,8:20:00,,CNO,2018-09-21
561,1128-14M,TG,5.889881893487912,8:30:00,,CNO,2018-09-21
562,1128-14M,TG,3.915792740929287,8:40:00,,CNO,2018-09-21
563,1128-14M,TG,1.9371394506045072,8:50:00,,CNO,2018-09-21
564,1128-14M,TG,6.6118922275578855,9:00:00,,CNO,2018-09-21
565,1128-14M,TG,3.501260121691132,9:10:00,,CNO,2018-09-21
566,1128-14M,TG,2.2716035488936974,9:20:00,,CNO,2018-09-21
567,1128-14M,TG,14.52904630970619,9:30:00,,CNO,2018-09-21
568,1128-14M,TG,8.417768436119166,9:40:00,,CNO,2018-09-21
569,1128-14M,TG,1.796400860529802,9:50:00,,CNO,2018-09-21
570,1128-14M,TG,5.664270710833988,5:00:00,,SAL,2018-09-17
571,1128-14M,TG,38.05967830533042,5:10:00,,SAL,2018-09-17
572,1128-14M,TG,24.909837118658096,5:20:00,,SAL,2018-09-17
573,1128-14M,TG,24.25653061105485,5:30:00,,SAL,2018-09-17
574,1128-14M,TG,17.750359941306993,5:40:00,,SAL,2018-09-17
575,1128-14M,TG,8.542121670883384,5:50:00,,SAL,2018-09-17
576,1128-14M,TG,2.04930866908232,6:00:00,,SAL,2018-09-17
577,1128-14M,TG,2.24778625165762,6:10:00,,SAL,2018-09-17
578,1128-14M,TG,1.4431316089310735,6:20:00,,SAL,2018-09-17
579,1128-14M,TG,1.6815126021991675,6:30:00,,SAL,2018-09-17
580,1128-14M,TG,1.4560426305286192,6:40:00,,SAL,2018-09-17
581,1128-14M,TG,2.132724631482517,6:50:00,,SAL,2018-09-17
582,1128-14M,TG,1.806290003633132,7:00:00,,SAL,2018-09-17
583,1128-14M,TG,1.955410502950408,7:10:00,,SAL,2018-09-17
584,1128-14M,TG,21.38530563470467,7:20:00,,SAL,2018-09-17
585,1128-14M,TG,1.590068928715742,7:30:00,,SAL,2018-09-17
586,1128-14M,TG,1.5907013356124218,7:40:00,,SAL,2018-09-17
587,1128-14M,TG,1.297590984072574,7:50:00,,SAL,2018-09-17
588,1128-14M,TG,11.071377002623802,8:00:00,,SAL,2018-09-17
589,1128-14M,TG,3.5029805976269865,8:10:00,,SAL,2018-09-17
590,1128-14M,TG,3.4086571327981727,8:20:00,,SAL,2018-09-17
591,1128-14M,TG,2.218287474625435,8:30:00,,SAL,2018-09-17
592,1128-14M,TG,1.3730674546485746,8:40:00,,SAL,2018-09-17
593,1128-14M,TG,13.741353297036724,8:50:00,,SAL,2018-09-17
594,1128-14M,TG,14.37923843640534,9:00:00,,SAL,2018-09-17
595,1128-14M,TG,13.769771923693902,9:10:00,,SAL,2018-09-17
596,1128-14M,TG,2.2513837329171924,9:20:00,,SAL,2018-09-17
597,1128-14M,TG,13.96134116236437,9:30:00,,SAL,2018-09-17
598,1128-14M,TG,8.719848748907557,9:40:00,,SAL,2018-09-17
599,1128-14M,TG,1.9484249083538776,9:50:00,,SAL,2018-09-17
600,1130-1M,TG,50.24901939287508,5:00:00,,CNO,2018-09-21
601,1130-1M,TG,72.95669058063294,5:10:00,,CNO,2018-09-21
602,1130-1M,TG,72.17936456361743,5:20:00,,CNO,2018-09-21
603,1130-1M,TG,73.3330566822495,5:30:00,,CNO,2018-09-21
604,1130-1M,TG,48.20004856263956,5:40:00,,CNO,2018-09-21
605,1130-1M,TG,39.7237574288379,5:50:00,,CNO,2018-09-21
606,1130-1M,TG,30.83224198931352,6:00:00,,CNO,2018-09-21
607,1130-1M,TG,39.44832399822491,6:10:00,,CNO,2018-09-21
608,1130-1M,TG,29.037594584175963,6:20:00,,CNO,2018-09-21
609,1130-1M,TG,18.103829704432314,6:30:00,,CNO,2018-09-21
610,1130-1M,TG,23.28943208304852,6:40:00,,CNO,2018-09-21
611,1130-1M,TG,28.66353006199353,6:50:00,,CNO,2018-09-21
612,1130-1M,TG,24.439941524846883,7:00:00,,CNO,2018-09-21
613,1130-1M,TG,24.176149854710918,7:10:00,,CNO,2018-09-21
614,1130-1M,TG,14.164301372374066,7:20:00,,CNO,2018-09-21
615,1130-1M,TG,18.674915404906752,7:30:00,,CNO,2018-09-21
616,1130-1M,TG,18.16613771448748,7:40:00,,CNO,2018-09-21
617,1130-1M,TG,14.429375896517602,7:50:00,,CNO,2018-09-21
618,1130-1M,TG,20.89520783898183,8:00:00,,CNO,2018-09-21
619,1130-1M,TG,5.879079656496681,8:10:00,,CNO,2018-09-21
620,1130-1M,TG,15.928877078715782,8:20:00,,CNO,2018-09-21
621,1130-1M,TG,20.718865304871024,8:30:00,,CNO,2018-09-21
622,1130-1M,TG,8.088119916549655,8:40:00,,CNO,2018-09-21
623,1130-1M,TG,17.05112600972965,8:50:00,,CNO,2018-09-21
624,1130-1M,TG,13.08735224990457,9:00:00,,CNO,2018-09-21
625,1130-1M,TG,12.645500872624243,9:10:00,,CNO,2018-09-21
626,1130-1M,TG,1.8803337817523489,9:20:00,,CNO,2018-09-21
627,1130-1M,TG,7.32142076304858,9:30:00,,CNO,2018-09-21
628,1130-1M,TG,24.69254060703579,9:40:00,,CNO,2018-09-21
629,1130-1M,TG,5.202229843881361,9:50:00,,CNO,2018-09-21
630,1130-1M,TG,7.708917185027996,5:00:00,,SAL,2018-09-17
631,1130-1M,TG,49.848761620606034,5:10:00,,SAL,2018-09-17
632,1130-1M,TG,39.02284064987597,5:20:00,,SAL,2018-09-17
633,1130-1M,TG,30.04177336482397,5:30:00,,SAL,2018-09-17
634,1130-1M,TG,15.604317707748134,5:40:00,,SAL,2018-09-17
635,1130-1M,TG,1.393884254395951,5:50:00,,SAL,2018-09-17
636,1130-1M,TG,19.896796623228763,6:00:00,,SAL,2018-09-17
637,1130-1M,TG,20.644337068271568,6:10:00,,SAL,2018-09-17
638,1130-1M,TG,2.736713138428825,6:20:00,,SAL,2018-09-17
639,1130-1M,TG,1.9718313430445933,6:30:00,,SAL,2018-09-17
640,1130-1M,TG,1.307674633929231,6:40:00,,SAL,2018-09-17
641,1130-1M,TG,1.5086176182946207,6:50:00,,SAL,2018-09-17
642,1130-1M,TG,18.60853501843497,7:00:00,,SAL,2018-09-17
643,1130-1M,TG,1.3924145861356625,7:10:00,,SAL,2018-09-17
644,1130-1M,TG,14.664106371763516,7:20:00,,SAL,2018-09-17
645,1130-1M,TG,1.2826329165900974,7:30:00,,SAL,2018-09-17
646,1130-1M,TG,8.409627033901996,7:40:00,,SAL,2018-09-17
647,1130-1M,TG,16.802030683597692,7:50:00,,SAL,2018-09-17
648,1130-1M,TG,2.3325596381410905,8:00:00,,SAL,2018-09-17
649,1130-1M,TG,1.881456580304846,8:10:00,,SAL,2018-09-17
650,1130-1M,TG,1.788999419366649,8:20:00,,SAL,2018-09-17
651,1130-1M,TG,1.9871833625955715,8:30:00,,SAL,2018-09-17
652,1130-1M,TG,19.507193221723224,8:40:00,,SAL,2018-09-17
653,1130-1M,TG,29.20326894450523,8:50:00,,SAL,2018-09-17
654,1130-1M,TG,4.593337686786722,9:00:00,,SAL,2018-09-17
655,1130-1M,TG,2.3508039873730064,9:10:00,,SAL,2018-09-17
656,1130-1M,TG,4.753450182722932,9:20:00,,SAL,2018-09-17
657,1130-1M,TG,2.102630741371671,9:30:00,,SAL,2018-09-17
658,1130-1M,TG,4.186295236138416,9:40:00,,SAL,2018-09-17
659,1130-1M,TG,11.65830413302052,9:50:00,,SAL,2018-09-17
660,1130-2F,TG,12.78814251662826,5:00:00,,CNO,2018-09-17
661,1130-2F,TG,30.083278995247195,5:10:00,,CNO,2018-09-17
662,1130-2F,TG,36.22060219077739,5:20:00,,CNO,2018-09-17
663,1130-2F,TG,46.4544968224244,5:30:00,,CNO,2018-09-17
664,1130-2F,TG,27.35038469963432,5:40:00,,CNO,2018-09-17
665,1130-2F,TG,23.594963883860714,5:50:00,,CNO,2018-09-17
666,1130-2F,TG,18.930755269257823,6:00:00,,CNO,2018-09-17
667,1130-2F,TG,18.40373360069028,6:10:00,,CNO,2018-09-17
668,1130-2F,TG,14.951566432841394,6:20:00,,CNO,2018-09-17
669,1130-2F,TG,21.882165297257803,6:30:00,,CNO,2018-09-17
670,1130-2F,TG,10.506684984526936,6:40:00,,CNO,2018-09-17
671,1130-2F,TG,19.02810799443899,6:50:00,,CNO,2018-09-17
672,1130-2F,TG,17.163093717487296,7:00:00,,CNO,2018-09-17
673,1130-2F,TG,12.011360386455488,7:10:00,,CNO,2018-09-17
674,1130-2F,TG,14.1132076701441,7:20:00,,CNO,2018-09-17
675,1130-2F,TG,5.224112913705315,7:30:00,,CNO,2018-09-17
676,1130-2F,TG,11.532556253745206,7:40:00,,CNO,2018-09-17
677,1130-2F,TG,12.797402468908688,7:50:00,,CNO,2018-09-17
678,1130-2F,TG,1.9891808175912868,8:00:00,,CNO,2018-09-17
679,1130-2F,TG,4.21320371603232,8:10:00,,CNO,2018-09-17
680,1130-2F,TG,2.455498931876884,8:20:00,,CNO,2018-09-17
681,1130-2F,TG,8.138362610513045,8:30:00,,CNO,2018-09-17
682,1130-2F,TG,11.35634006241241,8:40:00,,CNO,2018-09-17
683,1130-2F,TG,1.5744003168838294,8:50:00,,CNO,2018-09-17
684,1130-2F,TG,2.071786986384693,9:00:00,,CNO,2018-09-17
685,1130-2F,TG,1.3736728033025418,9:10:00,,CNO,2018-09-17
686,1130-2F,TG,1.8907087341089623,9:20:00,,CNO,2018-09-17
687,1130-2F,TG,12.570134673353254,9:30:00,,CNO,2018-09-17
688,1130-2F,TG,2.8356940845028125,9:40:00,,CNO,2018-09-17
689,1130-2F,TG,1.5866241088961637,9:50:00,,CNO,2018-09-17
690,1130-2F,TG,31.30109256121993,5:00:00,,SAL,2018-09-21
691,1130-2F,TG,31.239563313044528,5:10:00,,SAL,2018-09-21
692,1130-2F,TG,7.877737240169701,5:20:00,,SAL,2018-09-21
693,1130-2F,TG,11.254119068047522,5:30:00,,SAL,2018-09-21
694,1130-2F,TG,3.442493998499044,5:40:00,,SAL,2018-09-21
695,1130-2F,TG,1.168531074495322,5:50:00,,SAL,2018-09-21
696,1130-2F,TG,1.8356024958024544,6:00:00,,SAL,2018-09-21
697,1130-2F,TG,1.299330310439735,6:10:00,,SAL,2018-09-21
698,1130-2F,TG,1.4142413257336774,6:20:00,,SAL,2018-09-21
699,1130-2F,TG,1.0122508366269845,6:30:00,,SAL,2018-09-21
700,1130-2F,TG,2.101382299966059,6:40:00,,SAL,2018-09-21
701,1130-2F,TG,16.671773428939808,6:50:00,,SAL,2018-09-21
